symbol,date,price
AAPL,2019,44.92
AAPL,2019,45.70
AAPL,2019,46.65
AAPL,2019,45.77
AAPL,2019,47.25
AAPL,2019,47.52
AAPL,2019,47.73
AAPL,2019,47.17
AAPL,2019,46.43
AAPL,2019,49.30
AAPL,2019,50.18
AAPL,2019,50.73
AAPL,2019,50.72
AAPL,2019,52.12
AAPL,2019,52.94
AAPL,2019,52.29
AAPL,2019,52.63
AAPL,2019,50.17
AAPL,2019,51.15
AAPL,2019,51.08
AAPL,2019,51.32
AAPL,2019,51.79
AAPL,2019,51.87
AAPL,2019,51.13
AAPL,2019,50.97
AAPL,2019,50.78
AAPL,2019,49.81
AAPL,2019,49.81
AAPL,2019,49.72
AAPL,2019,49.74
AAPL,2019,50.16
AAPL,2019,49.88
AAPL,2019,50.03
AAPL,2019,49.25
AAPL,2019,48.92
AAPL,2019,48.84
AAPL,2019,48.51
AAPL,2019,47.81
AAPL,2019,47.49
AAPL,2019,47.18
AAPL,2019,47.12
AAPL,2019,46.70
AAPL,2019,47.19
AAPL,2019,47.76
AAPL,2019,48.77
AAPL,2019,47.04
AAPL,2019,46.63
AAPL,2019,47.01
AAPL,2019,46.53
AAPL,2019,45.93
AAPL,2019,45.43
AAPL,2019,45.23
AAPL,2019,44.73
AAPL,2019,43.23
AAPL,2019,43.13
AAPL,2019,43.63
AAPL,2019,43.88
AAPL,2019,43.96
AAPL,2019,43.74
AAPL,2019,43.29
AAPL,2019,43.72
AAPL,2019,43.58
AAPL,2019,43.56
AAPL,2019,43.24
AAPL,2019,42.77
AAPL,2019,43.01
AAPL,2019,42.73
AAPL,2019,42.61
AAPL,2019,42.70
AAPL,2019,42.55
AAPL,2019,42.72
AAPL,2019,42.36
AAPL,2019,42.60
AAPL,2019,42.74
AAPL,2019,43.56
AAPL,2019,43.55
AAPL,2019,42.81
AAPL,2019,41.63
AAPL,2019,41.61
AAPL,2019,41.31
AAPL,2019,38.67
AAPL,2019,39.08
AAPL,2019,39.44
AAPL,2019,38.18
AAPL,2019,38.48
AAPL,2019,38.33
AAPL,2019,39.21
AAPL,2019,38.97
AAPL,2019,38.74
AAPL,2019,38.27
AAPL,2019,37.50
AAPL,2019,38.07
AAPL,2019,38.45
AAPL,2019,38.33
AAPL,2019,37.69
AAPL,2019,36.98
AAPL,2019,37.07
AAPL,2019,35.55
AAPL,2019,39.48
AAPL,2019,39.44
AAPL,2019,39.06
AAPL,2019,39.04
AAPL,2019,39.29
AAPL,2019,36.71
AAPL,2019,37.68
AAPL,2019,39.21
AAPL,2019,40.22
AAPL,2019,41.52
AAPL,2019,40.99
AAPL,2019,41.37
AAPL,2019,42.74
AAPL,2019,42.28
AAPL,2019,42.16
AAPL,2019,42.40
AAPL,2019,42.12
AAPL,2019,43.68
AAPL,2019,44.17
AAPL,2019,46.21
AAPL,2019,44.65
AAPL,2019,44.89
AAPL,2019,45.24
AAPL,2019,43.56
AAPL,2019,43.66
AAPL,2019,43.07
AAPL,2019,44.20
AAPL,2019,44.25
AAPL,2019,46.47
AAPL,2019,48.38
AAPL,2019,47.85
AAPL,2019,46.70
AAPL,2019,48.06
AAPL,2019,48.54
AAPL,2019,51.12
AAPL,2019,52.12
AAPL,2019,52.49
AAPL,2019,50.94
AAPL,2019,50.40
AAPL,2019,51.87
AAPL,2019,55.56
AAPL,2019,54.72
AAPL,2019,53.33
AAPL,2019,53.06
AAPL,2019,54.08
AAPL,2019,54.95
AAPL,2019,53.77
AAPL,2019,55.68
AAPL,2019,55.16
AAPL,2019,54.83
AAPL,2019,54.01
AAPL,2019,55.30
AAPL,2019,55.54
AAPL,2019,54.34
AAPL,2019,55.53
AAPL,2019,53.61
AAPL,2019,54.09
AAPL,2019,56.72
AAPL,2019,55.94
AAPL,2019,56.07
AAPL,2019,57.00
AAPL,2019,58.02
AAPL,2019,57.32
AAPL,2019,56.82
AAPL,2019,56.44
AAPL,2019,56.24
AAPL,2019,55.11
AAPL,2019,55.55
AAPL,2019,55.20
AAPL,2019,54.42
AAPL,2019,55.01
AAPL,2019,54.59
AAPL,2019,54.56
AAPL,2019,54.47
AAPL,2019,55.96
AAPL,2019,56.60
